Symbol,Company Name,Industry,Market Cap
ASNS,"Actelis Networks, Inc.",Communication Equipment,3152189
ASO,"Academy Sports and Outdoors, Inc.",Specialty Retail,4876196064
ASPI,ASP Isotopes Inc.,Pharmaceuticals,108764405
ASPN,"Aspen Aerogels, Inc.",Building Products & Equipment,931836675
ASPS,Altisource Portfolio Solutions S.A.,Real Estate Services,81342720
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Airports & Air Services,8099329897
ASRT,"Assertio Holdings, Inc.",Drug Manufacturers - Specialty & Generic,82560395
ASRV,"AmeriServ Financial, Inc.",Banks - Regional,52642211
ASST,Asset Entities Inc.,Internet Content & Information,6467664
ASTC,Astrotech Corporation,Aerospace & Defense,12320525
ASTE,"Astec Industries, Inc.",Farm & Heavy Construction Machinery,799286395
ASTI,"Ascent Solar Technologies, Inc.",Solar,2282502
ASTL,Algoma Steel Group Inc.,Steel,897933554
ASTR,"Astra Space, Inc.",Aerospace & Defense,39588356
ASTS,"AST SpaceMobile, Inc.",Telecom Services,676935046
ASUR,"Asure Software, Inc.",Software - Application,223412288
ASX,"ASE Technology Holding Co., Ltd.",Semiconductors,18118864748
ASXC,"Asensus Surgical, Inc.",Medical Devices,79585849
ASYS,"Amtech Systems, Inc.",Semiconductor Equipment & Materials,60879390
ATAI,Atai Life Sciences N.V.,Biotechnology,302138200
ATAT,Atour Lifestyle Holdings Limited,Lodging,2239518003
ATEC,"Alphatec Holdings, Inc.",Medical Devices,2168548910
ATEK,Athena Technology Acquisition Corp. II,Shell Companies,132965081
ATEN,"A10 Networks, Inc.",Software - Infrastructure,1030520980
ATER,"Aterian, Inc.","Furnishings, Fixtures & Appliances",27172246
ATEX,Anterix Inc.,Telecom Services,566844940
ATGE,Adtalem Global Education Inc.,Education & Training Services,2477730985
ATGL,Alpha Technology Group Limited,Software - Infrastructure,217185375
ATHA,"Athira Pharma, Inc.",Biotechnology,116827622
ATHE,Alterity Therapeutics Limited,Biotechnology,9960494
ATHM,Autohome Inc.,Internet Content & Information,2895885389
ATI,ATI Inc.,Metal Fabrication,5475604840
ATIF,ATIF Holdings Limited,Capital Markets,9627450
ATIP,"ATI Physical Therapy, Inc.",Medical Care Facilities,26602165
ATKR,Atkore Inc.,Electrical Equipment & Parts,5774115699
ATLC,Atlanticus Holdings Corporation,Credit Services,524274750
ATLO,Ames National Corporation,Banks - Regional,184699172
ATLX,Atlas Lithium Corporation,Other Precious Metals & Mining,261395200
ATMC,AlphaTime Acquisition Corp,Shell Companies,97479018
ATMU,Atmus Filtration Technologies Inc.,Pollution & Treatment Controls,1887528057
ATMV,AlphaVest Acquisition Corp,Shell Companies,98782180
ATNF,180 Life Sciences Corp.,Biotechnology,2104977
ATNI,"ATN International, Inc.",Telecom Services,576455670
ATNM,"Actinium Pharmaceuticals, Inc.",Biotechnology,145565154
ATO,Atmos Energy Corporation,Utilities - Regulated Gas,17065358760
ATOM,Atomera Incorporated,Semiconductor Equipment & Materials,188074710
ATOS,"Atossa Therapeutics, Inc.",Biotechnology,102373368
ATPC,Agape ATP Corporation,Packaged Foods,37008960
ATR,"AptarGroup, Inc.",Medical Instruments & Supplies,8629848747
ATRA,"Atara Biotherapeutics, Inc.",Biotechnology,77659115
ATRC,"AtriCure, Inc.",Medical Instruments & Supplies,1624704028
ATRI,Atrion Corporation,Medical Instruments & Supplies,586026720
ATRO,Astronics Corporation,Aerospace & Defense,580803538
ATS,ATS Corporation,Specialty Industrial Machinery,3450423298
ATSG,"Air Transport Services Group, Inc.",Airlines,1090710159
ATUS,"Altice USA, Inc.",Telecom Services,1572176135
ATXG,Addentax Group Corp.,Integrated Freight & Logistics,4810378
ATXI,"Avenue Therapeutics, Inc.",Biotechnology,1881159
ATXS,"Astria Therapeutics, Inc.",Biotechnology,322310256
AU,AngloGold Ashanti Limited,Gold,6773699760
AUB,Atlantic Union Bankshares Corporation,Banks - Regional,2687080284
AUBN,"Auburn National Bancorporation, Inc.",Banks - Regional,73715171
AUDC,AudioCodes Ltd.,Communication Equipment,374973144
AUGX,"Augmedix, Inc.",Health Information Services,236183861
AUID,authID Inc.,Software - Infrastructure,85522048
AULT,"Ault Alliance, Inc.",Aerospace & Defense,1975680
AUMN,Golden Minerals Company,Other Precious Metals & Mining,6338115
AUPH,Aurinia Pharmaceuticals Inc.,Biotechnology,1163224800
AUR,"Aurora Innovation, Inc.",Information Technology Services,4984907090
AURA,"Aura Biosciences, Inc.",Biotechnology,394560726
AUST,Austin Gold Corp.,Gold,8649199
AUTL,Autolus Therapeutics plc,Biotechnology,1057237809
AUUD,Auddia Inc.,Software - Application,5066589
AUVI,"Applied UV, Inc.","Furnishings, Fixtures & Appliances",3090353
AVA,Avista Corporation,Utilities - Diversified,2634366780
AVAH,Aveanna Healthcare Holdings Inc.,Medical Care Facilities,488276480
AVAL,Grupo Aval Acciones y Valores S.A.,Banks - Regional,3048360280
AVAV,"AeroVironment, Inc.",Aerospace & Defense,3518856957
AVB,"AvalonBay Communities, Inc.",REIT - Residential,25735958300
AVD,American Vanguard Corporation,Agricultural Inputs,295554112
AVDL,Avadel Pharmaceuticals plc,Drug Manufacturers - Specialty & Generic,1409420755
AVDX,"AvidXchange Holdings, Inc.",Software - Infrastructure,2235914813
AVGO,Broadcom Inc.,Semiconductors,571366090500
AVGR,"Avinger, Inc.",Medical Instruments & Supplies,3622202
AVHI,Achari Ventures Holdings Corp. I,Shell Companies,35243345
AVIR,"Atea Pharmaceuticals, Inc.",Biotechnology,302036510
AVNS,"Avanos Medical, Inc.",Medical Devices,888121728
AVNT,Avient Corporation,Specialty Chemicals,3405789904
AVNW,"Aviat Networks, Inc.",Communication Equipment,360038400
AVO,"Mission Produce, Inc.",Food Distribution,721442940
AVPT,"AvePoint, Inc.",Software - Infrastructure,1463786140
AVRO,"AVROBIO, Inc.",Biotechnology,58391809
AVT,"Avnet, Inc.",Electronics & Computer Distribution,4336965222
AVTE,"Aerovate Therapeutics, Inc.",Biotechnology,553378000
AVTR,"Avantor, Inc.",Specialty Chemicals,14873728140
AVTX,"Avalo Therapeutics, Inc.",Biotechnology,3639314
AVXL,Anavex Life Sciences Corp.,Biotechnology,533528794
AVY,Avery Dennison Corporation,Business Equipment & Supplies,16273765104
AWH,Aspira Women's Health Inc.,Diagnostics & Research,45895392
AWI,"Armstrong World Industries, Inc.",Building Products & Equipment,4446305392
AWIN,AERWINS Technologies Inc.,Scientific & Technical Instruments,6720177
AWK,"American Water Works Company, Inc.",Utilities - Regulated Water,24700276300
AWR,American States Water Company,Utilities - Regulated Water,2875611456
AWRE,"Aware, Inc.",Software - Application,32745648
AWX,Avalon Holdings Corporation,Waste Management,8731606
AX,"Axos Financial, Inc.",Banks - Regional,3203559778
AXDX,"Accelerate Diagnostics, Inc.",Medical Devices,18444250
AXGN,"AxoGen, Inc.",Medical Devices,389114144
AXL,"American Axle & Manufacturing Holdings, Inc.",Auto Parts,896687260
AXNX,"Axonics, Inc.",Medical Devices,3444002760
AXON,"Axon Enterprise, Inc.",Aerospace & Defense,19457310508
AXP,American Express Company,Credit Services,134825297460
AXR,AMREP Corporation,Real Estate - Development,112542469
AXS,AXIS Capital Holdings Limited,Insurance - Property & Casualty,4804221987
AXSM,"Axsome Therapeutics, Inc.",Biotechnology,4302288940
AXTA,Axalta Coating Systems Ltd.,Specialty Chemicals,7203316590
AXTI,"AXT, Inc.",Semiconductor Equipment & Materials,122640483
AY,Atlantica Sustainable Infrastructure plc,Utilities - Renewable,2263072500
AYI,"Acuity Brands, Inc.",Electrical Equipment & Parts,7157818136
AYRO,"Ayro, Inc.",Auto Manufacturers,7726421
AYTU,"Aytu BioPharma, Inc.",Drug Manufacturers - Specialty & Generic,15700322
AYX,"Alteryx, Inc.",Software - Application,3428198135
AZ,A2Z Smart Technologies Corp.,Aerospace & Defense,51507125
AZEK,The AZEK Company Inc.,Building Products & Equipment,5661302670
AZN,AstraZeneca PLC,Drug Manufacturers - General,208122587274
AZO,"AutoZone, Inc.",Specialty Retail,47915681981
AZPN,"Aspen Technology, Inc.",Software - Application,13170925978
AZTA,"Azenta, Inc.",Medical Instruments & Supplies,3747619584
AZTR,"Azitra, Inc.",Biotechnology,19598112
AZUL,Azul S.A.,Airlines,921943199
AZZ,AZZ Inc.,Metal Fabrication,1515898605
B,Barnes Group Inc.,Specialty Industrial Machinery,1592205358
BA,The Boeing Company,Aerospace & Defense,130027706610
BABA,Alibaba Group Holding Limited,Internet Retail,164367431898
BAC,Bank of America Corporation,Banks - Diversified,257591911500
BACA,Berenson Acquisition Corp. I,Shell Companies,81575065
BACK,"IMAC Holdings, Inc.",Medical Care Facilities,2333556
BAER,"Bridger Aerospace Group Holdings, Inc.",Security & Protection Services,241795260
BAFN,BayFirst Financial Corp.,Banks - Regional,47395783
BAH,Booz Allen Hamilton Holding Corporation,Consulting Services,16946922380
BAK,Braskem S.A.,Chemicals,2802235385
BALL,Ball Corporation,Packaging & Containers,17767211350
BALY,Bally's Corporation,Resorts & Casinos,500022600
BAM,Brookfield Asset Management Inc.,Asset Management,15176592079
BANC,"Banc of California, Inc.",Banks - Regional,2077401771
BAND,Bandwidth Inc.,Software - Infrastructure,367702193
BANF,BancFirst Corporation,Banks - Regional,3111072300
BANL,CBL International Limited,Oil & Gas Midstream,37250000
BANR,Banner Corporation,Banks - Regional,1679278609
BANX,ArrowMark Financial Corp.,Asset Management,128628736
BAOS,Baosheng Media Group Holdings Limited,Advertising Agencies,5171231
BAP,Credicorp Ltd.,Banks - Regional,11976874470
BARK,"BARK, Inc.",Specialty Retail,166354840
BASE,"Couchbase, Inc.",Software - Infrastructure,1192175680
BATL,Battalion Oil Corporation,Oil & Gas E&P,157160530
BATRA,Atlanta Braves Holdings Inc,Entertainment,2468199992
BATRK,Atlanta Braves Holdings Inc,Entertainment,2471877457
BAX,Baxter International Inc.,Medical Instruments & Supplies,19643585280
BAYA,Bayview Acquisition Corp,Shell Companies,80921800
BB,BlackBerry Limited,Software - Infrastructure,2107263600
BBAI,"BigBear.ai Holdings, Inc.",Information Technology Services,305791200
BBAR,BBVA Argentina,Banks - Regional,1813824957
BBCP,"Concrete Pumping Holdings, Inc.",Engineering & Construction,419768756
BBD,Banco Bradesco S.A.,Banks - Regional,30888366641
BBDC,"Barings BDC, Inc.",Credit Services,946927240
BBDO,Banco Bradesco S.A.,Banks - Regional,31242332133
BBGI,"Beasley Broadcast Group, Inc.",Broadcasting,26969490
BBIO,"BridgeBio Pharma, Inc.",Biotechnology,6617704680
BBLG,Bone Biologics Corporation,Medical Devices,2014077
BBSI,"Barrett Business Services, Inc.",Staffing & Employment Services,765678738
BBU,Brookfield Business Partners L.P.,Conglomerates,1566600000
BBUC,Brookfield Business Corporation,Asset Management,2275437800
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",Banks - Diversified,51603819000
BBW,"Build-A-Bear Workshop, Inc.",Specialty Retail,319017110
BBWI,"Bath & Body Works, Inc.",Specialty Retail,9498559640
BBY,"Best Buy Co., Inc.",Specialty Retail,15829452040
BC,Brunswick Corporation,Recreational Vehicles,6044498784
BCAB,"BioAtla, Inc.",Biotechnology,95606600
BCAL,Southern California Bancorp,Banks - Regional,306481889
BCAN,BYND Cannasoft Enterprises Inc.,Software - Infrastructure,10315286
BCBP,"BCB Bancorp, Inc.",Banks - Regional,223067520
BCC,Boise Cascade Company,Building Materials,5446764684
BCDA,"BioCardia, Inc.",Biotechnology,9611985
BCE,BCE Inc.,Telecom Services,37339374820
BCEL,"Atreca, Inc.",Biotechnology,10302260
BCH,Banco de Chile,Banks - Regional,11076514050
BCLI,Brainstorm Cell Therapeutics Inc.,Biotechnology,14356507
BCML,BayCom Corp,Banks - Regional,255399243
BCO,The Brink's Company,Security & Protection Services,3755009185
BCOV,Brightcove Inc.,Software - Application,106506400
BCOW,"1895 Bancorp of Wisconsin, Inc.",Banks - Regional,48266156
BCPC,Balchem Corporation,Specialty Chemicals,4649489031
BCRX,"BioCryst Pharmaceuticals, Inc.",Biotechnology,1151026580
BCS,Barclays PLC,Banks - Diversified,27124152408
BCSA,Blockchain Coinvestors Acquisition Corp. I,Shell Companies,147234448
BCSF,"Bain Capital Specialty Finance, Inc.",Asset Management,989094421
BCTX,BriaCell Therapeutics Corp.,Biotechnology,67282957
BCYC,Bicycle Therapeutics plc,Biotechnology,753601726
BDC,Belden Inc.,Communication Equipment,3087356112
BDL,"Flanigan's Enterprises, Inc.",Restaurants,50434468
BDN,Brandywine Realty Trust,REIT - Office,896630580
BDRX,Biodexa Pharmaceuticals Plc,Biotechnology,451736
BDSX,"Biodesix, Inc.",Diagnostics & Research,179143074
BDTX,"Black Diamond Therapeutics, Inc.",Biotechnology,137865984
BDX,"Becton, Dickinson and Company",Medical Instruments & Supplies,68300062380
BE,Bloom Energy Corporation,Electrical Equipment & Parts,2702030844
BEAM,Beam Therapeutics Inc.,Biotechnology,2018041516
BEAT,"HeartBeam, Inc.",Health Information Services,42646957
BECN,"Beacon Roofing Supply, Inc.",Building Products & Equipment,5511661605
BEDU,Bright Scholar Education Holdings Limited,Education & Training Services,44589306
BEEM,Beam Global,Solar,91805430
BEEP,Mobile Infrastructure Corporation,Infrastructure Operations,58200000
BEKE,KE Holdings Inc.,Real Estate Services,16036039026
BELFA,Bel Fuse Inc.,Electronic Components,855730460
BELFB,Bel Fuse Inc.,Electronic Components,857847150
BEN,"Franklin Resources, Inc.",Asset Management,14038279910
BENF,Beneficient,Asset Management,96971061
BEP,Brookfield Renewable Partners L.P.,Utilities - Renewable,7405178920
BEPC,Brookfield Renewable Corporation,Utilities - Renewable,5103913320
BERY,"Berry Global Group, Inc.",Packaging & Containers,7797250020
BEST,BEST Inc.,Trucking,48507200
BETR,Better Home & Finance Holding Company,Mortgage Finance,439966730
BETS,Bit Brother Limited,Capital Markets,800000
BF.A,Brown-Forman Corporation,Beverages - Wineries & Distilleries,25985492123
BF.B,Brown-Forman Corporation,Beverages - Wineries & Distilleries,26023286684
BFAC,Battery Future Acquisition Corp.,Shell Companies,218658650
BFAM,Bright Horizons Family Solutions Inc.,Personal Services,5815389107
BFC,Bank First Corporation,Banks - Regional,932309046
BFH,"Bread Financial Holdings, Inc.",Credit Services,1530235212
BFI,"BurgerFi International, Inc.",Restaurants,18538908
BFIN,BankFinancial Corporation,Banks - Regional,129647700
BFLY,"Butterfly Network, Inc.",Medical Devices,225765143
BFRG,"Bullfrog AI Holdings, Inc.",Health Information Services,40895061
BFRI,Biofrontera Inc.,Drug Manufacturers - Specialty & Generic,2488910
BFS,"Saul Centers, Inc.",REIT - Retail,938836398
BFST,"Business First Bancshares, Inc.",Banks - Regional,602431634
BFX,BowFlex Inc.,Leisure,20362430
BG,Bunge Limited,Farm Products,12895762880
BGC,"BGC Group, Inc",Capital Markets,3538508285
BGFV,Big 5 Sporting Goods Corporation,Specialty Retail,111997556
BGI,Birks Group Inc.,Luxury Goods,77356463
BGNE,"BeiGene, Ltd.",Biotechnology,16790465738
BGS,"B&G Foods, Inc.",Packaged Foods,802755124
BGSF,"BGSF, Inc.",Staffing & Employment Services,104524126
BGXX,Bright Green Corporation,Drug Manufacturers - Specialty & Generic,48067230
BH,Biglari Holdings Inc.,Restaurants,485389468
BH.A,Biglari Holdings Inc.,Restaurants,486612362
BHAC,Focus Impact BH3 Acquisition Co.,Shell Companies,115376952
BHAT,Blue Hat Interactive Entertainment Technology,Electronic Gaming & Multimedia,9993677
BHB,Bar Harbor Bankshares,Banks - Regional,425277360
BHC,Bausch Health Companies Inc.,Drug Manufacturers - Specialty & Generic,3001902966
BHE,"Benchmark Electronics, Inc.",Electronic Components,949138540
BHF,"Brighthouse Financial, Inc.",Insurance - Life,3298200576
BHG,"Bright Health Group, Inc.",Healthcare Plans,95785080
BHIL,"Benson Hill, Inc.",Agricultural Inputs,35549457
BHLB,"Berkshire Hills Bancorp, Inc.",Banks - Regional,1073850218
BHM,"Bluerock Homes Trust, Inc.",REIT - Residential,55167619
BHP,BHP Group Limited,Other Industrial Metals & Mining,152235860152
BHR,Braemar Hotels & Resorts Inc.,REIT - Hotel & Motel,157725421
BHRB,Burke & Herbert Bank & Trust Company,Banks - Regional,450402687
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Biotechnology,3887320585
BIAF,"bioAffinity Technologies, Inc.",Diagnostics & Research,13917493
BIDU,"Baidu, Inc.",Internet Content & Information,35550274634
BIG,"Big Lots, Inc.",Discount Stores,183480248
BIGC,"BigCommerce Holdings, Inc.",Software - Application,642197912
BIIB,Biogen Inc.,Drug Manufacturers - General,35978173400
BILI,Bilibili Inc.,Electronic Gaming & Multimedia,3795965896
BILL,BILL Holdings Inc,Software - Application,8019510720
BIMI,BIMI International Medical Inc.,Pharmaceutical Retailers,30828336
BIO,"Bio-Rad Laboratories, Inc.",Medical Devices,9127244650
BIOL,"BIOLASE, Inc.",Medical Devices,3142628
BIOR,"Biora Therapeutics, Inc.",Biotechnology,24346882
BIOX,Bioceres Crop Solutions Corp.,Agricultural Inputs,849012736
BIP,Brookfield Infrastructure Partners L.P.,Utilities - Diversified,19983973169
BIPC,Brookfield Infrastructure Corporation,Utilities - Regulated Gas,4630220800
BIRD,"Allbirds, Inc.",Apparel Retail,160494082
BIRK,Birkenstock Holding plc,Footwear & Accessories,8940498179
BITE,Bite Acquisition Corp.,Shell Companies,90888981
BITF,Bitfarms Ltd.,Capital Markets,504753810
BIVI,BioVie Inc.,Biotechnology,45668667
BJ,"BJ's Wholesale Club Holdings, Inc.",Discount Stores,8631084510
BJDX,"Bluejay Diagnostics, Inc.",Medical Devices,1085047
BJRI,"BJ's Restaurants, Inc.",Restaurants,822357430
BK,The Bank of New York Mellon Corporation,Asset Management,42168272590
BKCC,BlackRock Capital Investment Corporation,Asset Management,283756129
BKD,Brookdale Senior Living Inc.,Medical Care Facilities,1142604660
BKE,"The Buckle, Inc.",Apparel Retail,1852859542
BKH,Black Hills Corporation,Utilities - Diversified,3440374960
BKKT,"Bakkt Holdings, Inc.",Software - Infrastructure,395537612
BKNG,Booking Holdings Inc.,Travel Services,122324687198
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,31173005400
BKSY,BlackSky Technology Inc.,Scientific & Technical Instruments,188744160
BKTI,BK Technologies Corporation,Communication Equipment,42709980
BKU,"BankUnited, Inc.",Banks - Regional,2219561864
BKYI,"BIO-key International, Inc.",Security & Protection Services,3141189
BL,"BlackLine, Inc.",Software - Application,3725203840
BLAC,Bellevue Life Sciences Acquisition Corp.,Shell Companies,95983000
BLBD,Blue Bird Corporation,Auto Manufacturers,849482932
BLBX,Blackboxstocks Inc.,Software - Application,8886048
BLCO,Bausch + Lomb Corporation,Medical Instruments & Supplies,5030823832
BLD,TopBuild Corp.,Engineering & Construction,12170992395
BLDE,"Blade Air Mobility, Inc.",Airports & Air Services,223901400
BLDP,Ballard Power Systems Inc.,Specialty Industrial Machinery,952916800
